,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
Accumulated time steps,0.0,1000.0,1999.0,2998.0,3997.0,4996.0,5995.0,6994.0,7993.0,8992.0,9991.0,10990.0,11989.0,12988.0,13987.0,14986.0,15985.0,16984.0,17983.0,18982.0,19981.0,20980.0
Episode reward,0.0,-62.748506649287016,-68.4756612015373,-75.02238173659904,-62.96344240977671,-80.06434377000123,-45.36115486423437,-60.16972233766024,-74.46166321758372,-55.21814100415497,-60.582633591501484,-98.30792449601608,-99.4685964157811,-98.8430184615311,-97.58843822732457,-64.45095022108961,-61.02979277151019,-55.00322165209202,-53.37983917980122,-53.92795571233791,-52.176701426802225,-55.03486795601032
Episode feedback,0.8,0.21142284547953621,0.10220440871522604,0.0851703405960217,0.13326653293259866,0.08116232456797362,0.052104208364625045,0.028056112196336563,0.01703406811920434,0.02304609216127646,0.01102204407713222,0.0030060120210360602,0.00200400801402404,0.00100200400701202,0.00100200400701202,0.00100200400701202,0.0,0.00100200400701202,0.00100200400701202,0.0,0.0,0.0
total seconds,0.0,71.09799647331238,134.79912734031677,197.52924489974976,267.9362826347351,332.85515093803406,392.3880190849304,449.0941553115845,504.7394952774048,560.9646461009979,616.0421211719513,670.2783794403076,724.4437201023102,779.7013573646545,836.0080740451813,891.1434915065765,945.7475180625916,1000.4166989326477,1053.731547832489,1107.584593296051,1161.3501410484314,1215.5711297988892
total minutes,0.0,1.1849666078885397,2.2466521223386127,3.292154081662496,4.465604710578918,5.547585848967234,6.5398003180821735,7.484902588526408,8.41232492129008,9.349410768349966,10.267368686199188,11.171306324005126,12.074062001705169,12.995022622744242,13.93346790075302,14.852391525109608,15.762458634376525,16.67361164887746,17.562192463874815,18.45974322160085,19.355835684140523,20.259518829981484
cummulative feedback,0.0,211.0,313.0,398.0,531.0,612.0,664.0,692.0,709.0,732.0,743.0,746.0,748.0,749.0,750.0,751.0,751.0,752.0,753.0,753.0,753.0,753.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0
e,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
human model,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
