,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
Accumulated time steps,0.0,1000.0,1999.0,2636.0,3338.0,3797.0,4624.0,5623.0,6622.0,7621.0,8620.0,9619.0,10618.0,11617.0,12616.0,13615.0,14614.0,15613.0,16612.0,17611.0,18610.0,19609.0,20608.0
Episode reward,0.0,-69.65527049903608,-51.41402243369534,69.21826092847715,68.35660317358284,76.60263619246425,64.3240699564638,-38.76063456616761,-41.03640990049806,-40.38077903798806,-41.868467326372624,-42.9959258120195,-42.835034034857436,-43.27251531394103,-43.47496729674571,-42.65218625406648,-43.68119358147233,-43.568090803908454,-41.172881802670815,-43.58293186057051,-42.67748181073808,-41.92653028375013,-43.99108088439495
Episode feedback,0.8,0.0150300601051803,0.3106212421737262,0.25786163481468294,0.1654778884943254,0.14410480317881047,0.10532687638580282,0.08817635261705777,0.03907815627346878,0.03206412822438464,0.0200400801402404,0.01803607212621636,0.0100200400701202,0.0050100200350601,0.00400801602804808,0.0030060120210360602,0.00100200400701202,0.00100200400701202,0.0,0.00100200400701202,0.0,0.0,0.0
total seconds,0.0,46.097931146621704,118.29856324195862,161.3526222705841,203.15947723388672,230.25949454307556,275.70544815063477,329.48257517814636,380.43566513061523,431.398175239563,481.0130281448364,530.5169179439545,580.3500597476959,630.1242868900299,680.9000263214111,733.9818959236145,785.3553130626678,835.6359751224518,884.9834127426147,934.5205099582672,983.6298303604126,1032.8572416305542,1081.8118617534637
total minutes,0.0,0.7682988524436951,1.9716427206993103,2.6892103711764017,3.3859912872314455,3.8376582423845926,4.59509080251058,5.491376252969106,6.340594418843588,7.18996958732605,8.01688380241394,8.841948632399241,9.672500995794932,10.502071448167165,11.34833377202352,12.233031598726908,13.08925521771113,13.927266252040862,14.749723545710246,15.575341832637786,16.393830506006875,17.214287360509235,18.03019769589106
cummulative feedback,0.0,15.0,325.0,489.0,605.0,671.0,758.0,846.0,885.0,917.0,937.0,955.0,965.0,970.0,974.0,977.0,978.0,979.0,979.0,980.0,980.0,980.0,980.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,998.0,998.0,636.0,701.0,458.0,826.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0
e,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
human model,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
