,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
Accumulated time steps,0.0,1000.0,1332.0,1672.0,1924.0,2183.0,2525.0,2795.0,3040.0,3736.0,4442.0,5200.0,6199.0,6743.0,7567.0,8566.0,8981.0,9557.0,10498.0,11459.0,12458.0,13457.0,14456.0,15455.0,16454.0,17453.0,18284.0,18970.0,19969.0,20728.0
Episode reward,0.0,-62.909180143973536,79.69470465464263,82.2945646039655,86.48585527898317,85.86352491910569,82.33204856965114,85.59314936428672,86.66313106734798,68.06464369336823,66.11242435151846,66.89819108444294,-44.49172816981539,75.22519209462473,66.54451164483847,-43.31075714151389,82.78174438576737,76.87929767916563,58.30508583012263,60.506491839598446,-41.9369322131472,-40.90425621532302,-40.12039630711724,-43.26545621657522,-44.86121312610614,-41.671393112850424,65.13920596318874,72.48968415496996,-42.80647324603357,66.81430340392443
Episode feedback,0.8,0.23146292561977663,0.17824773360046003,0.26843657737924315,0.23107569629053507,0.17054263499789676,0.17888562997394244,0.11152416315418527,0.14754098300188123,0.11223021566585581,0.10212765942960615,0.0739762218309429,0.05310621237163706,0.03499079183242948,0.019441069235187035,0.02304609216127646,0.004830917862727251,0.013913043454064272,0.012765957433227705,0.005208333327907986,0.00400801602804808,0.0,0.0,0.0030060120210360602,0.0,0.0,0.0,0.0,0.0,0.0
total seconds,0.0,57.16544222831726,76.5046226978302,98.04287385940552,113.49465274810791,128.59676861763,148.8816521167755,164.16443800926208,178.42658281326294,216.18931245803833,253.8392517566681,293.33969283103943,343.27371644973755,370.5137982368469,411.0046339035034,459.7653250694275,480.25618863105774,508.5165333747864,554.4917786121368,601.3181395530701,650.8459057807922,699.2283873558044,747.027197599411,794.5530140399933,842.0428242683411,889.5340483188629,929.1324558258057,961.8982133865356,1009.8979778289795,1046.477035999298
total minutes,0.0,0.9527573704719543,1.2750770449638367,1.6340478976567587,1.8915775458017985,2.1432794769605,2.481360868612925,2.7360739668210345,2.973776380221049,3.6031552076339723,4.230654195944468,4.888994880517324,5.721228607495626,6.175229970614115,6.850077231725057,7.662755417823791,8.004269810517629,8.475275556246439,9.241529643535614,10.021968992551168,10.847431763013203,11.653806455930074,12.450453293323516,13.242550233999888,14.034047071139018,14.82556747198105,15.485540930430094,16.031636889775594,16.831632963816325,17.441283933321635
cummulative feedback,0.0,231.0,290.0,381.0,439.0,483.0,544.0,574.0,610.0,688.0,760.0,816.0,869.0,888.0,904.0,927.0,929.0,937.0,949.0,954.0,958.0,958.0,958.0,961.0,961.0,961.0,961.0,961.0,961.0,961.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,998.0,331.0,339.0,251.0,258.0,341.0,269.0,244.0,695.0,705.0,757.0,998.0,543.0,823.0,998.0,414.0,575.0,940.0,960.0,998.0,998.0,998.0,998.0,998.0,998.0,830.0,685.0,998.0,758.0
e,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
buffer size,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
human model,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
