,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
Accumulated time steps,0.0,732.0,1270.0,1630.0,1996.0,2577.0,2940.0,3565.0,4025.0,4984.0,5414.0,6413.0,7385.0,7687.0,8137.0,8529.0,8929.0,9357.0,10356.0,10768.0,11619.0
Episode reward,0.0,63.447849982577594,73.92834595933846,84.64116960110118,82.82443753026962,72.49217167643161,82.87121900241233,75.4196240460803,81.61119143835222,67.45617221918707,83.01109507343813,-38.401891385368444,60.099713898088154,89.55261808919055,81.8834600518241,86.8811189871984,80.10030778204086,83.35458388046145,-42.860880050489186,82.74471986724063,74.58364320365445
Episode feedback,0.8,0.3739726022274348,0.273743016250013,0.2590529240694905,0.20273972547194596,0.15862068938168847,0.1574585631009432,0.14743589719962197,0.11982570779994399,0.08559498947223905,0.06993006976706277,0.03807615226645676,0.020597322326882262,0.023255813876226532,0.022271714872446068,0.020460358003937702,0.010025062631516134,0.02341920369222669,0.00901803606310818,0.00729927005523292,0.003529411760553633
total seconds,0.0,43.96857810020447,75.64073204994202,96.96179580688477,117.88757586479187,149.64759230613708,169.8900284767151,203.62702775001526,228.37736225128174,277.5503931045532,299.8754470348358,349.28288173675537,396.88772892951965,412.38552045822144,434.92607975006104,454.68860268592834,474.70210552215576,496.3063488006592,544.6757137775421,565.2223958969116,606.3801271915436
total minutes,0.0,0.7328096350034078,1.2606788674990337,1.616029930114746,1.9647929310798644,2.494126538435618,2.8315004746119183,3.3937837958335875,3.8062893708546954,4.625839885075887,4.997924117247264,5.821381362279256,6.6147954821586605,6.873092007637024,7.248767995834351,7.5781433780988054,7.911701758702596,8.271772480010986,9.077928562959036,9.420373264948527,10.106335453192393
cummulative feedback,0.0,273.0,420.0,513.0,587.0,679.0,736.0,828.0,883.0,965.0,995.0,1033.0,1053.0,1060.0,1070.0,1078.0,1082.0,1092.0,1101.0,1104.0,1107.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,730.0,537.0,359.0,365.0,580.0,362.0,624.0,459.0,958.0,429.0,998.0,971.0,301.0,449.0,391.0,399.0,427.0,998.0,411.0,850.0
e,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
buffer size,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
human model,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
