,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
Accumulated time steps,0.0,473.0,728.0,1359.0,1716.0,2715.0,3167.0,3412.0,3811.0,4051.0,4897.0,5473.0,5973.0,6292.0,7011.0,7313.0,8069.0,8400.0,9064.0,9704.0,10479.0,11055.0,11601.0
Episode reward,0.0,77.58541034427464,88.36301652820505,69.56641224615156,82.17898117084592,-52.07334429569948,80.29252486699279,89.37428778461145,81.02745683536627,90.7999122809091,59.693155875347806,78.09442301946447,79.95226070329419,88.29543218701265,81.16071615314442,91.56636721216984,78.7518854290223,90.05762817930503,74.65843189836826,78.17551859544646,77.06315358805195,78.08195031176855,86.59083063057997
Episode feedback,0.8,0.4373673026807488,0.35039369940789883,0.260317459904258,0.2556179768100619,0.15430861707985108,0.17294900183381595,0.13114754044611665,0.10301507511805258,0.10041840962168029,0.08165680463709254,0.060869565111531194,0.05611222433644845,0.037735848937937584,0.03203342613922921,0.04318936862727785,0.023841059571071445,0.01515151510560147,0.01809954748401275,0.004694835673404013,0.0103359172993076,0.00869565215879017,0.007339449527817524
total seconds,0.0,29.330405950546265,45.62332034111023,82.26439809799194,103.47878932952881,157.3360652923584,182.50210738182068,196.20183038711548,217.50913763046265,230.68382000923157,274.20649003982544,303.74930357933044,329.4494984149933,345.95773482322693,381.65487575531006,397.38143491744995,434.6625199317932,451.4548239707947,484.13823914527893,515.4565834999084,553.2973086833954,581.6224300861359,608.4770059585571
total minutes,0.0,0.4888400991757711,0.7603886723518372,1.371073301633199,1.7246464888254802,2.62226775487264,3.041701789697011,3.2700305064519246,3.6251522938410443,3.8447303334871927,4.570108167330424,5.062488392988841,5.490824973583221,5.765962247053782,6.360914595921835,6.623023915290832,7.244375332196554,7.524247066179911,8.068970652421315,8.590943058331808,9.221621811389923,9.693707168102264,10.141283432642618
cummulative feedback,0.0,206.0,295.0,459.0,550.0,704.0,782.0,814.0,855.0,879.0,948.0,983.0,1011.0,1023.0,1046.0,1059.0,1077.0,1082.0,1094.0,1097.0,1105.0,1110.0,1114.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,471.0,254.0,630.0,356.0,998.0,451.0,244.0,398.0,239.0,845.0,575.0,499.0,318.0,718.0,301.0,755.0,330.0,663.0,639.0,774.0,575.0,545.0
e,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
buffer size,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
human model,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
