,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
Accumulated time steps,0.0,568.0,1013.0,1357.0,1616.0,2551.0,2808.0,3145.0,4144.0,4703.0,5302.0,5693.0,5857.0,6571.0,7072.0,7974.0,8441.0,8978.0,9762.0,10226.0,10719.0,11185.0,11487.0
Episode reward,0.0,73.05031883131906,78.07023324104043,84.71784874877656,87.44795752103742,53.60521946272365,87.78336670016554,84.2728322799811,-41.5885755259605,77.60427536556494,75.30680932784273,83.56717538438893,91.2730657629884,63.10801452275872,79.52905213626946,70.08666984788586,82.86963421027521,87.26379457184906,77.00084930702768,88.16770705084762,79.1452627084951,85.04267761079919,87.58449371493508
Episode feedback,0.8,0.4116607766578432,0.301801801122068,0.26530612167549233,0.21705426272459588,0.1488222696479419,0.19140624925231933,0.17857142803996598,0.08416833658900968,0.07885304645366838,0.0819397991940806,0.05897435882314267,0.012269938575031052,0.030855539928673858,0.02999999994,0.019977802419558488,0.021459227421761314,0.014925373106482513,0.005108556826170426,0.006479481627474122,0.006097560963216339,0.00215053762978379,0.009966777375525657
total seconds,0.0,34.79537796974182,61.82379508018494,82.58096265792847,97.92150092124939,148.26981496810913,163.23148918151855,182.34539437294006,233.54622268676758,262.5527460575104,293.6242632865906,313.91527795791626,322.6967806816101,358.2072956562042,383.37549328804016,427.57061409950256,450.9063775539398,477.5203628540039,515.6367683410645,538.6415464878082,562.9880192279816,585.9262146949768,601.4530520439148
total minutes,0.0,0.5799229661623637,1.030396584669749,1.3763493776321412,1.6320250153541564,2.471163582801819,2.720524819691976,3.0390899062156675,3.89243704477946,4.375879100958506,4.893737721443176,5.231921299298604,5.378279678026835,5.97012159427007,6.38959155480067,7.1261769016583765,7.5151062925656635,7.958672714233399,8.59394613901774,8.977359108130138,9.383133653799693,9.765436911582947,10.024217534065247
cummulative feedback,0.0,233.0,367.0,458.0,514.0,653.0,702.0,762.0,846.0,890.0,939.0,962.0,964.0,986.0,1001.0,1019.0,1029.0,1037.0,1041.0,1044.0,1047.0,1048.0,1051.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,566.0,444.0,343.0,258.0,934.0,256.0,336.0,998.0,558.0,598.0,390.0,163.0,713.0,500.0,901.0,466.0,536.0,783.0,463.0,492.0,465.0,301.0
e,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
buffer size,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
human model,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
