,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
Accumulated time steps,0.0,728.0,1152.0,1789.0,2233.0,3232.0,4231.0,4568.0,4819.0,5818.0,6285.0,6589.0,7084.0,7302.0,7709.0,8239.0,8389.0,9214.0,9994.0,10480.0,10901.0,11284.0,11969.0
Episode reward,0.0,63.05492339004573,80.38377014420558,67.6130822624797,77.90583959748771,-49.95140412042502,-44.359910802442286,84.94798248545317,88.02791000501057,-43.25165871016252,79.6222958114892,87.22676329787717,79.37233842260433,89.32882222039731,84.70683293046687,77.63403839760078,92.43171947523247,68.39430626662556,69.08416807919087,82.5422863781966,84.35926905488704,90.15999258580516,77.54479441052584
Episode feedback,0.8,0.31542699681070663,0.29787233972134197,0.2421383643991535,0.16027087999938852,0.11723446882040635,0.09118236463809383,0.08928571401998299,0.05999999976,0.04108216428749282,0.030042918390465842,0.023102310154777855,0.020242914938779524,0.02304147454819597,0.02216748763012934,0.015122873317348066,0.026845637403720556,0.02184466016766425,0.012836970458489127,0.012371133995111064,0.0023809523752834467,0.0,0.010233918113693102
total seconds,0.0,41.984609603881836,67.59358143806458,104.24490904808044,128.77975058555603,181.14798712730408,232.5063021183014,250.4515974521637,263.73909306526184,313.22501516342163,336.76823019981384,352.30355429649353,376.9747562408447,388.46201157569885,408.97826170921326,435.20663261413574,443.39168095588684,483.84044885635376,521.9040403366089,545.9933848381042,566.825933933258,585.8702046871185,619.3562271595001
total minutes,0.0,0.6997434933980305,1.1265596906344095,1.7374151508013407,2.146329176425934,3.0191331187884014,3.8751050353050234,4.174193290869395,4.395651551087697,5.2204169193903605,5.612803836663564,5.871725904941559,6.282912604014078,6.474366859594981,6.816304361820221,7.253443876902263,7.38986134926478,8.06400748093923,8.698400672276815,9.099889747301738,9.447098898887635,9.764503411451976,10.322603785991669
cummulative feedback,0.0,229.0,355.0,509.0,580.0,697.0,788.0,818.0,833.0,874.0,888.0,895.0,905.0,910.0,919.0,927.0,931.0,949.0,959.0,965.0,966.0,966.0,973.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,726.0,423.0,636.0,443.0,998.0,998.0,336.0,250.0,998.0,466.0,303.0,494.0,217.0,406.0,529.0,149.0,824.0,779.0,485.0,420.0,382.0,684.0
e,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
buffer size,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
human model,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
