,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
Accumulated time steps,0.0,569.0,1210.0,1730.0,1986.0,2543.0,2804.0,3083.0,3507.0,4313.0,4768.0,5175.0,5511.0,6510.0,6863.0,7287.0,7789.0,8788.0,9334.0,9812.0,10365.0,10830.0,11829.0
Episode reward,0.0,73.70467545627436,69.64567948172748,74.07502259925411,87.47670087137642,73.57462634239982,84.76706316077427,86.3041006030829,86.38328561855731,62.66662976153005,75.63263489111328,83.44918891313263,88.81204861306878,-40.4072793382244,84.73072996764071,80.27849899504078,79.16903239050689,-47.57530396533775,78.89749128985348,83.66878464969058,75.3913026133207,83.14748050279053,-25.556593116485576
Episode feedback,0.8,0.4091710751161004,0.2749999995703125,0.17919075109982513,0.1372549014225298,0.14568345297538948,0.07692307662721894,0.14748201385797838,0.17966903030811104,0.07826086946799891,0.06387665184168138,0.06403940870926254,0.06567164159501003,0.05310621237163706,0.042613636242574894,0.03309692663570467,0.027944111720670437,0.0150300601051803,0.007339449527817524,0.012578616325830993,0.009057970998083385,0.004310344818296671,0.00400801602804808
total seconds,0.0,36.09512996673584,74.03880405426025,102.65762138366699,116.65716028213501,146.7673487663269,160.6427400112152,176.3257839679718,199.7297203540802,239.34901523590088,262.53784370422363,282.91695165634155,300.0315809249878,349.3373956680298,367.399471282959,387.95271015167236,412.1886007785797,458.90861535072327,484.45977807044983,507.1841824054718,533.5050032138824,555.8571217060089,602.283429145813
total minutes,0.0,0.6015854994455974,1.2339800675710042,1.7109603563944498,1.94428600470225,2.446122479438782,2.67737900018692,2.9387630661328634,3.328828672568003,3.9891502539316814,4.375630728403727,4.715282527605693,5.000526348749797,5.8222899278004965,6.12332452138265,6.465878502527873,6.869810012976329,7.648476922512055,8.074329634507498,8.453069706757864,8.891750053564708,9.264285361766815,10.038057152430216
cummulative feedback,0.0,232.0,408.0,501.0,536.0,617.0,637.0,678.0,754.0,817.0,846.0,872.0,894.0,947.0,962.0,976.0,990.0,1005.0,1009.0,1015.0,1020.0,1022.0,1026.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,567.0,640.0,519.0,255.0,556.0,260.0,278.0,423.0,805.0,454.0,406.0,335.0,998.0,352.0,423.0,501.0,998.0,545.0,477.0,552.0,464.0,998.0
e,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
buffer size,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
human model,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
