,0,1,2,3,4,5,6,7,8,9,10,11,12
Accumulated time steps,0.0,1000.0,1999.0,2998.0,3997.0,4996.0,5995.0,6994.0,7993.0,8992.0,9991.0,10990.0,11989.0
Episode reward,0.0,-68.14323311660968,-71.45092667233821,-44.13654920595678,-41.847102317313215,-43.1282941666419,-42.74354425464285,-44.19584329897947,-43.8201427227642,-43.86167579416226,-42.88486519658401,-41.474850165056765,-43.154224005007805
Episode feedback,0.8,0.007014028049084141,0.00801603205609616,0.24348697370392086,0.13727454896064675,0.07014028049084141,0.056112224392673125,0.025050100175300502,0.01603206411219232,0.01102204407713222,0.013026052091156261,0.0100200400701202,0.00400801602804808
total seconds,0.0,45.47207832336426,91.77274537086487,148.7648265361786,201.84623050689697,252.3749725818634,302.5732944011688,351.6522135734558,400.19114232063293,448.65702056884766,497.170339345932,545.5609579086304,593.7130858898163
total minutes,0.0,0.7578679720560709,1.5295457561810812,2.4794137756029766,3.364103841781616,4.206249543031057,5.04288824001948,5.860870226224264,6.669852372010549,7.477617009480794,8.2861723224322,9.092682631810506,9.895218098163605
cummulative feedback,0.0,7.0,15.0,258.0,395.0,465.0,521.0,546.0,562.0,573.0,586.0,596.0,600.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0
e,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
buffer size,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
human model,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
