,0,1,2,3,4,5,6,7,8,9,10,11,12
Accumulated time steps,0.0,1000.0,1999.0,2998.0,3997.0,4996.0,5995.0,6994.0,7993.0,8992.0,9991.0,10990.0,11989.0
Episode reward,0.0,-68.03757567120866,-69.03816265488601,-44.246739345092536,-45.001074206859194,-43.0262014872229,-44.70534007560204,-45.6147988359419,-43.603941481123876,-43.310157962746096,-44.15019939351314,-44.201655458360435,-44.73478879721842
Episode feedback,0.8,0.00801603205609616,0.00200400801402404,0.2244488975706925,0.15931863711491118,0.07815631254693756,0.04108216428749282,0.024048096168288482,0.033066132231396664,0.0100200400701202,0.0100200400701202,0.00901803606310818,0.0050100200350601
total seconds,0.0,42.654223918914795,85.80728650093079,143.28712582588196,200.4093029499054,251.98542046546936,301.55905175209045,349.7446119785309,399.3573501110077,447.3646066188812,494.0815234184265,542.3263998031616,589.3228943347931
total minutes,0.0,0.7109037319819133,1.4301214416821797,2.3881187637646994,3.34015504916509,4.199757007757823,5.025984195868174,5.829076866308848,6.655955835183462,7.456076776981353,8.234692056973776,9.038773330052694,9.822048238913219
cummulative feedback,0.0,8.0,10.0,234.0,393.0,471.0,512.0,536.0,569.0,579.0,589.0,598.0,603.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0
e,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
buffer size,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
human model,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
