,0,1,2,3,4,5,6,7,8,9,10,11,12
Accumulated time steps,0.0,1000.0,1779.0,2778.0,3777.0,4776.0,5775.0,6774.0,7773.0,8772.0,9771.0,10770.0,11769.0
Episode reward,0.0,-70.30914672074952,63.47992633438405,-42.851080600196376,-42.33666265079402,-40.47618964998733,-41.56434789885655,-41.45767323317117,-40.73798026331791,-40.52819538113371,-40.6020483188047,-39.39928705259384,-40.465258726925434
Episode feedback,0.8,0.0150300601051803,0.38560411261490474,0.16432865714997127,0.1252505008765025,0.1252505008765025,0.0751503005259015,0.02304609216127646,0.026052104182312522,0.0100200400701202,0.01102204407713222,0.007014028049084141,0.0050100200350601
total seconds,0.0,44.259682416915894,94.69642639160156,149.22095155715942,201.48930096626282,253.542249917984,303.463472366333,351.5032594203949,399.18762707710266,450.9031572341919,498.79091715812683,545.9732632637024,593.303719997406
total minutes,0.0,0.7376613736152648,1.5782737731933594,2.4870158592859903,3.3581550161043805,4.225704165299733,5.057724539438883,5.858387657006582,6.653127117951711,7.515052620569865,8.313181952635448,9.099554387728373,9.8883953332901
cummulative feedback,0.0,15.0,315.0,479.0,604.0,729.0,804.0,827.0,853.0,863.0,874.0,881.0,886.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,998.0,778.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0
e,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
buffer size,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
human model,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
