,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
Accumulated time steps,0.0,434.0,979.0,1142.0,1687.0,1940.0,2939.0,3277.0,3924.0,4668.0,5339.0,5689.0,6400.0,7004.0,7227.0,7610.0,7890.0,8889.0,9180.0,9559.0,10343.0,10940.0,11939.0
Episode reward,0.0,77.26281411289503,73.18947640641332,91.96413343385458,70.71299107409962,88.10536949706814,-54.29472289208592,88.14387626938374,72.89121748645812,72.73381949287176,75.89477585673782,85.17499611264714,72.31240261985691,79.00664813720338,91.06882741726126,87.46596628418982,94.30508035467923,-39.89574763099827,92.0105209211686,85.53714405849018,79.74017643129778,80.24798212632102,-30.885646771409668
Episode feedback,0.8,0.38888888798868315,0.29595588180890464,0.3024691339353757,0.15073529384056011,0.281746030627992,0.11222444878534625,0.13946587495707455,0.12074303386881884,0.08882907121288147,0.07761194018266875,0.04297994257025804,0.04225352106724856,0.041459369748823596,0.03153153138949761,0.03926701560401305,0.014336917511337213,0.0200400801402404,0.024137930951248516,0.013227513192519807,0.010217113652340851,0.0050335570385343,0.00400801602804808
total seconds,0.0,26.9191255569458,60.20975303649902,70.98154711723328,100.73712682723999,116.63035321235657,169.0102300643921,187.7958631515503,222.43649983406067,260.6051938533783,294.96873784065247,312.98710203170776,348.3782305717468,378.78476881980896,390.5725305080414,410.12746238708496,424.2606041431427,472.87874722480774,487.8320360183716,506.90080189704895,545.0881972312927,573.77263712883,621.6961169242859
total minutes,0.0,0.44865209261576333,1.0034958839416503,1.1830257852872212,1.6789521137873331,1.9438392202059427,2.8168371677398683,3.1299310525258384,3.7072749972343444,4.343419897556305,4.9161456306775415,5.216451700528463,5.806303842862447,6.313079480330149,6.5095421751340234,6.835457706451416,7.071010069052378,7.881312453746796,8.130533933639526,8.44834669828415,9.084803287188212,9.5628772854805,10.361601948738098
cummulative feedback,0.0,168.0,329.0,378.0,460.0,531.0,643.0,690.0,768.0,834.0,886.0,901.0,931.0,956.0,963.0,978.0,982.0,1002.0,1009.0,1014.0,1022.0,1025.0,1029.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,432.0,544.0,162.0,544.0,252.0,998.0,337.0,646.0,743.0,670.0,349.0,710.0,603.0,222.0,382.0,279.0,998.0,290.0,378.0,783.0,596.0,998.0
e,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
buffer size,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
human model,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
