,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
Accumulated time steps,0.0,839.0,1103.0,1477.0,2180.0,2435.0,2681.0,2928.0,3927.0,4340.0,5339.0,6014.0,6758.0,7264.0,7596.0,8199.0,8959.0,9330.0,9630.0,10117.0,10936.0,11935.0
Episode reward,0.0,57.11075832998625,86.26961746771099,81.46375201012884,67.1734088823869,87.85613868743638,90.00321887479133,87.84080985328148,-39.095928490674225,81.96373472030697,-42.237273454441485,68.8308644103575,71.20011426786206,79.17935723297883,86.23916680842218,71.91208479163392,76.04936393588211,90.92611353002096,90.94902201326411,82.2108794642736,75.94825695031517,-30.64864955439686
Episode feedback,0.8,0.3010752684574967,0.27376425751420436,0.27613940944734744,0.1695156692741942,0.19685039292578585,0.15918367281965848,0.1747967472569238,0.1252505008765025,0.09708737840512772,0.04909819634358898,0.04302670616761616,0.03768506051455577,0.02376237619056955,0.02114803618988509,0.029900332176245294,0.019762845823764367,0.010810810781592404,0.0033444815941656133,0.014403292151433555,0.008557457202252497,0.00400801602804808
total seconds,0.0,50.673638105392456,66.91889715194702,89.59732747077942,128.3143241405487,143.2379400730133,157.3208088874817,171.6090590953827,224.61626291275024,246.6048243045807,296.65956377983093,330.6761784553528,367.97166442871094,393.39112758636475,410.34072256088257,440.5750079154968,478.09083247184753,496.773677110672,512.0523152351379,536.3819456100464,576.3363196849823,624.7394676208496
total minutes,0.0,0.8445606350898742,1.1153149525324504,1.493288791179657,2.138572069009145,2.3872990012168884,2.622013481458028,2.860150984923045,3.743604381879171,4.110080405076345,4.944326062997182,5.511269640922547,6.132861073811849,6.556518793106079,6.839012042681376,7.342916798591614,7.968180541197459,8.279561285177866,8.534205253918966,8.939699093500773,9.605605328083039,10.412324460347493
cummulative feedback,0.0,252.0,324.0,427.0,546.0,596.0,635.0,678.0,803.0,843.0,892.0,921.0,949.0,961.0,968.0,986.0,1001.0,1005.0,1006.0,1013.0,1020.0,1024.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,837.0,263.0,373.0,702.0,254.0,245.0,246.0,998.0,412.0,998.0,674.0,743.0,505.0,331.0,602.0,759.0,370.0,299.0,486.0,818.0,998.0
e,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
buffer size,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
human model,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
