,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
Accumulated time steps,0.0,818.0,1279.0,1527.0,2517.0,2785.0,3550.0,4188.0,4444.0,4974.0,5872.0,6235.0,6888.0,7247.0,7664.0,7890.0,8777.0,9171.0,9847.0,10140.0,10518.0,10903.0,11704.0
Episode reward,0.0,56.38086102243514,78.38807568133593,87.93304952615924,53.40614010147964,86.50381583735336,63.63310749073191,72.27206980153736,89.19628329602803,79.25595369259202,64.39700348045113,86.41363720565157,80.83581727778032,83.27880100680818,87.59839581608401,93.69085006385578,64.92165553004243,88.45392076908391,81.00509260529007,90.33395755509684,87.36690896433167,85.62418865557835,77.51437084697208
Episode feedback,0.8,0.2977941172821151,0.2108695647589792,0.32388663836483145,0.20323559130107624,0.11610486847900799,0.11649214644438201,0.10989010971759794,0.04313725473279508,0.06238185243406077,0.06020066882920773,0.06906077328988737,0.0352760735655275,0.04469273730532755,0.0216346153326091,0.031111110972839508,0.019187358894822395,0.01526717553367131,0.007407407396433471,0.013698630090073185,0.01061007954745337,0.002604166659884983,0.0037499999953125
total seconds,0.0,46.74019265174866,73.10860800743103,88.79897117614746,143.90514516830444,158.65139055252075,199.08212232589722,232.7907795906067,246.2583601474762,273.4985570907593,318.91585755348206,337.9246287345886,370.5953245162964,389.1633732318878,410.1356747150421,422.0726623535156,465.57691407203674,485.3767399787903,518.4721846580505,533.4311602115631,552.4377386569977,571.6606900691986,610.4820816516876
total minutes,0.0,0.7790032108624776,1.2184768001238504,1.479982852935791,2.3984190861384076,2.6441898425420125,3.318035372098287,3.8798463265101115,4.104306002457936,4.558309284845988,5.315264292558035,5.632077145576477,6.176588741938273,6.486056220531464,6.835594578584035,7.034544372558594,7.759615234533945,8.089612332979838,8.641203077634176,8.890519336859386,9.207295644283295,9.527678167819976,10.17470136086146
cummulative feedback,0.0,243.0,340.0,420.0,621.0,652.0,741.0,811.0,822.0,855.0,909.0,934.0,957.0,973.0,982.0,989.0,1006.0,1012.0,1017.0,1021.0,1025.0,1026.0,1029.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,816.0,460.0,247.0,989.0,267.0,764.0,637.0,255.0,529.0,897.0,362.0,652.0,358.0,416.0,225.0,886.0,393.0,675.0,292.0,377.0,384.0,800.0
e,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
buffer size,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
human model,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
