,0,1,2,3,4,5,6,7,8,9,10,11,12
Accumulated time steps,0.0,1000.0,1999.0,2998.0,3997.0,4996.0,5995.0,6994.0,7993.0,8992.0,9991.0,10990.0,11989.0
Episode reward,0.0,-39.71455257298031,-39.47500957239674,-38.34952102194735,-35.57899130162903,-35.40091650160799,-37.414312886421875,-36.3721975479876,-35.995375924367735,-35.15197442107529,-36.28587023797654,-35.148191317910836,-36.33228081780455
Episode feedback,0.8,0.5180360716252144,0.3056112221386661,0.18136272526917563,0.14929859704479098,0.09218436864510585,0.06913827648382938,0.04909819634358898,0.02905811620334858,0.014028056098168281,0.012024048084144241,0.007014028049084141,0.0050100200350601
total seconds,0.0,65.42620635032654,124.69941759109497,179.57637763023376,234.11989736557007,284.4860141277313,333.35922265052795,380.58897042274475,427.7657151222229,476.1232318878174,523.1307828426361,569.7673840522766,616.7259585857391
total minutes,0.0,1.0904367725054422,2.0783236265182494,2.992939627170563,3.9019982894261678,4.7414335687955225,5.555987044175466,6.343149507045746,7.129428585370381,7.9353871981302895,8.718846380710602,9.496123067537944,10.278765976428986
cummulative feedback,0.0,517.0,822.0,1003.0,1152.0,1244.0,1313.0,1362.0,1391.0,1405.0,1417.0,1424.0,1429.0
Ph,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
steps_that_episode,0.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0,998.0
e,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
buffer size,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
human model,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
